weeks_at_number_one,overall_rating,divisiveness,cdr_genre,artist_structure,multiple_lead_vocalists,group_named_after_non_lead_singer,posthumous,front_person_age,artist_male,artist_white,artist_black,songwriter_male,songwriter_white,artist_is_a_songwriter,artist_is_only_songwriter,producer_male,producer_white,artist_is_a_producer,artist_is_only_producer,songwriter_is_a_producer,time_signature,simplified_key,bpm,energy,danceability,happiness,loudness_d_b,acousticness,vocally_based,bass_based,guitar_based,piano_keyboard_based,orchestral_strings,horns_winds,accordion,banjo,bongos,clarinet,cowbell,falsetto_vocal,flute_piccolo,handclaps_snaps,harmonica,human_whistling,kazoo,mandolin,pedal_lap_steel,ocarina,saxophone,sitar,trumpet,ukulele,violin,rap_verse_in_a_non_rap_song,length_sec,instrumental,instrumental_length_sec,intro_length_sec,vocal_introduction,free_time_vocal_introduction,fade_out,live,cover,sample,interpolation,inspired_by_a_different_song,lyrical_topic,lyrical_narrative,spoken_word,explicit,foreign_language,written_for_a_play,written_for_a_film,written_for_a_t_v_show,associated_with_dance,topped_the_charts_by_multiple_artist,eurovision_entry
1,5,0,Pop,0,0,0,0,28,2,0,1,1,1,0,0,1,1,0,0,0,4/4,Eb,93,62,53,73,-8,68,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154,0,34,12,0,0,1,0,0,0,0,0,Love,0,0,0,0,0,0,0,0,0,0
4,6.666666666666667,2,Pop,0,0,0,0,16,0,0,1,1,0,0,0,1,1,0,0,0,4/4,G,72,63,56,87,-3,49,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,0,0,5,0,0,1,0,0,0,0,0,Longing for Love,0,0,0,0,0,0,0,0,0,0
3,6.333333333333333,0.6666666666666666,Pop,1,0,0,0,15,0,1,0,1,1,0,0,1,1,0,0,0,4/4,C,125,44,64,90,-11,72,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,0,0,15,0,0,1,0,1,0,0,1,Love,0,0,0,0,0,0,0,0,0,0
2,4.333333333333333,0.6666666666666666,Rock,1,0,0,0,20,1,0,1,2,1,0,0,1,1,0,0,1,4/4,Bb,93,87,67,84,-8,69,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,134,0,15,5,0,0,1,0,1,0,0,1,Marriage;Love,0,0,0,0,0,0,0,0,0,0
2,6.666666666666667,0.6666666666666666,Pop,1,0,0,0,17,0,1,0,1,1,0,0,1,0,0,0,0,4/4,A,128,49,69,96,-12,35,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,140,0,23,1,0,0,1,0,0,0,0,0,Lost Love,1,0,0,0,0,0,0,0,0,0
3,7.333333333333333,0.6666666666666666,Pop,1,0,0,0,21,1,0,0,1,0,0,0,1,0,0,0,0,4/4,G,146,36,41,40,-11,71,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,182,0,33,7,0,0,1,0,1,0,0,1,Lost Love,0,0,0,1,0,0,0,0,0,0
2,5.333333333333333,2.6666666666666665,Rock,0,0,0,0,23,2,0,1,1,0,0,0,1,0,0,0,0,4/4,E,136,47,80,88,-11,49,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,0,15,3,0,0,0,0,0,0,0,0,Longing for Love,0,0,0,0,0,0,0,0,0,0
2,6.333333333333333,2,Rock,2,1,0,0,22,1,1,0,1,1,1,0,1,1,1,1,1,4/4,Ab,148,81,53,96,-13,50,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147,0,18,5,0,0,1,0,0,0,0,0,Surfing/Sailing;Partying;Utopia/Perfect Places,0,0,0,0,0,0,0,0,0,0
3,7.666666666666667,2,Pop,0,0,0,0,19,0,1,0,1,1,0,0,1,1,0,0,1,4/4,Eb,135,87,68,96,-6,69,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,134,0,0,12,1,0,1,0,0,0,0,0,Love;Violence;Lust/Sex,0,1,0,0,0,0,0,0,0,0
3,6,2,Pop,1,0,0,0,28,1,1,0,1,1,0,0,1,1,0,0,0,4/4;Free,Bb,80,25,38,28,-10,86,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168,0,13,10,0,0,0,0,1,0,0,1,Lost Love,0,0,0,0,0,0,0,0,0,0
5,3,1.3333333333333333,Rock,0,0,0,0,23,1,1,0,2,1,0,0,1,1,0,0,0,4/4,G,133,80,79,88,-7,22,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,0,27,8,0,0,1,0,0,0,0,0,Lust/Sex;Better Times;Utopia/Perfect Places,1,0,0,0,0,0,0,0,0,0
1,4.666666666666667,2,Pop,2,1,0,0,31,2,1,0,1,1,0,0,1,1,0,0,0,4/4,F,131,32,51,57,-12,88,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,160,0,30,13,0,0,1,0,1,0,0,1,Lost Love;Dreaming,0,1,0,0,0,0,0,0,0,0
2,6.333333333333333,0.6666666666666666,Folk/Country;Rock,2,1,0,0,23.5,2,1,0,1,0,0,0,1,1,0,0,0,Free;6/8,B,105,36,23,71,-12,81,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,131,0,18,1,0,0,1,0,1,0,0,1,Lost Love,0,0,0,0,0,0,0,0,0,0
4,3.3333333333333335,2,Pop,1,0,0,0,28,1,1,0,1,1,0,0,1,1,0,0,0,Free;4/4,A,80,30,25,31,-10,78,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,0,13,3,0,0,0,0,1,0,0,1,Love,0,0,0,0,0,0,0,0,0,0
7,9.666666666666666,0.6666666666666666,Rock,0,0,0,0,22,1,1,0,1,1,1,1,1,1,0,0,0,4/4,G,131,71,49,87,-6,39,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,145,0,7,7,0,0,0,0,0,0,0,0,Love,0,0,0,0,0,0,0,0,0,0
2,9.333333333333334,1.3333333333333333,Rock,0,0,0,0,22,1,1,0,1,1,1,1,1,1,0,0,0,4/4,G,76,92,38,91,-3,26,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,0,8,0,0,0,0,0,0,0,0,0,Love,1,0,0,0,0,0,0,0,0,0
4,9,0,Rock,0,0,0,0,22,1,1,0,1,1,1,1,1,1,0,0,0,4/4,C,172,76,43,95,-4,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,0,17,0,0,0,0,0,0,0,0,0,Love,0,0,0,0,0,0,0,0,0,0
1,7,1.3333333333333333,Jazz,1,0,0,0,62,1,0,1,1,1,0,0,1,1,0,0,0,4/4,C,155,41,58,62,-10,84,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,147,0,76,12,0,0,0,0,1,0,0,1,Love,0,0,0,0,1,0,0,0,0,0
2,7.666666666666667,1.3333333333333333,Funk/Soul,1,0,0,0,21,0,0,1,1,0,0,0,1,0,0,0,1,4/4,Bb,127,58,69,91,-8,56,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,174,0,17,7,0,0,1,0,0,0,0,0,Love;Faithfulness,0,0,0,0,0,0,0,0,0,0
1,6.666666666666667,1.3333333333333333,Rock,0,1,0,0,22,1,1,0,1,1,1,1,1,1,0,0,0,4/4,G,148,83,52,74,-6,39,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,141,0,55,13,0,0,1,0,0,0,0,0,Longing for Love,0,0,0,0,0,0,0,0,0,0
3,8.333333333333334,0.6666666666666666,Pop,0,0,0,0,19.666666666666668,0,0,1,2,1,0,0,2,1,0,0,1,4/4,D,125,35,59,79,-10,73,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,170,0,7,14,0,0,1,0,1,0,0,1,Love;Marriage,0,0,0,0,0,0,0,0,0,0
1,5.333333333333333,0.6666666666666666,Rock,2,0,0,0,19.5,1,1,0,1,1,0,0,1,1,0,0,0,4/4,E,130,66,51,75,-10,23,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,0,47,4,0,0,0,0,0,0,0,0,Love;Lost Love,0,0,0,0,0,0,0,0,0,0
2,8,0,Rock,0,0,0,0,22.5,1,1,0,1,1,1,1,1,1,1,1,1,4/4,Multiple Keys,144,62,39,51,-8,36,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,134,0,19,1,0,0,1,0,0,0,0,0,Lust/Sex;Driving,0,0,0,0,0,0,0,0,0,0
2,8.666666666666666,0.6666666666666666,Pop,0,0,0,0,30,1,1,0,1,1,1,0,1,1,0,0,1,4/4,Bb,121,53,50,61,-8,75,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,174,0,5,37,0,0,1,0,0,0,0,0,Love;Poverty;Forbidden Love,1,0,0,0,0,0,0,0,0,0
2,10,0,Rock,0,1,0,0,22.5,1,1,0,1,1,1,1,1,1,0,0,0,4/4,G,139,81,59,80,-6,14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154,0,29,3,0,0,1,0,0,0,0,0,Lust/Sex;Work,0,0,0,0,0,1,0,0,0,0
1,4.666666666666667,2,Pop,1,0,0,0,47,1,1,0,1,1,0,0,1,1,0,0,0,6/8;Free,Eb,119,41,50,46,-12,86,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165,0,21,6,0,0,0,0,1,0,0,1,Love,0,0,0,0,0,0,0,0,0,0
2,8.333333333333334,0.6666666666666666,Pop,0,0,0,0,20,0,0,1,1,0,0,0,1,0,0,0,1,4/4,C,135,48,55,83,-11,75,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,153,0,4,4,0,0,1,0,0,0,0,0,Lost Love,0,0,0,0,0,0,0,0,0,0
3,9.333333333333334,0.6666666666666666,Rock,1,0,0,0,28,1,1,0,1,1,1,0,1,1,0,0,0,4/4,Multiple Keys,127,58,61,96,-10,73,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178,0,41,14,0,0,0,0,0,0,0,0,Love;Lust/Sex,1,0,0,0,0,0,0,0,0,0
2,7.333333333333333,0.6666666666666666,Rock,0,0,1,0,23,1,1,0,2,1,0,0,1,1,0,0,0,4/4,E,125,56,66,96,-8,26,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,0,12,4,0,0,0,0,1,0,0,1,Love;Lust/Sex,0,0,0,0,0,0,0,0,0,0
4,8,1.3333333333333333,Pop,0,0,0,0,20,0,0,1,1,0,0,0,1,0,0,0,1,4/4,C,136,64,58,71,-9,78,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,158,0,20,9,0,0,1,0,0,0,0,0,Lost Love,0,0,0,0,0,0,0,0,0,0
1,9.333333333333334,0.6666666666666666,Pop,0,1,0,0,15,0,1,0,2,1,0,0,1,1,0,0,1,Free;4/4,C,129,57,42,32,-9,71,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171,0,29,16,1,1,1,0,0,0,0,0,Death;Bad Behavior;Driving;Forbidden Love,1,1,0,0,0,0,0,0,0,0
1,5,2.6666666666666665,Folk/Country,1,0,0,0,49,1,1,0,1,1,0,0,1,1,0,0,0,Free;4/4,Multiple Keys,111,52,56,65,-13,86,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,214,0,8,22,1,1,0,0,0,0,0,0,Death;Good vs. Evil,1,1,0,0,0,0,0,0,0,0
1,5.333333333333333,2,Pop,1,0,0,0,29,1,1,0,1,1,1,0,1,1,0,0,0,6/8;Free,E,169,29,25,34,-10,82,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161,0,20,17,0,0,0,0,0,0,0,0,Lonesomeness;War,0,0,0,0,0,0,0,0,0,0
1,8.666666666666666,0.6666666666666666,Pop,0,0,0,0,20,0,0,1,1,0,0,0,1,0,0,0,1,4/4,D,126,50,73,88,-12,73,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,163,0,18,10,0,0,1,0,0,0,0,0,Lost Love,0,0,0,0,0,0,0,0,0,0
3,9.333333333333334,0.6666666666666666,Rock,0,0,0,0,23,1,1,0,1,1,1,1,1,1,0,0,0,Free;4/4,G,90,83,56,91,-7,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,0,68,15,0,0,1,0,0,0,1,1,Love,0,0,0,0,0,0,0,0,0,0
2,7.666666666666667,0.6666666666666666,Pop,1,0,0,0,32,0,1,0,1,1,0,0,1,1,0,0,1,4/4,E,117,69,48,60,-8,78,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183,0,24,8,0,0,1,0,0,0,0,0,Utopia/Perfect Places,0,0,0,0,0,0,0,0,0,0
2,8.333333333333334,1.3333333333333333,Funk/Soul,2,1,0,0,24,1,1,0,2,1,0,0,1,1,0,0,1,4/4,Db,95,31,37,38,-14,52,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225,0,35,0,0,0,1,0,0,0,0,0,Lost Love,0,0,0,0,0,0,0,0,0,0
2,3.6666666666666665,1.3333333333333333,Rock,0,0,0,0,19,1,1,0,1,1,0,0,1,1,0,0,0,4/4,Multiple Keys,133,61,63,77,-11,33,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,0,32,7,0,0,1,0,1,0,0,1,Lost Love,0,0,0,0,0,0,0,0,0,0
1,10,0,Pop,0,0,0,0,24,1,0,1,1,0,0,0,1,0,0,0,1,4/4,C,105,42,58,67,-11,63,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,165,0,51,9,0,0,1,0,0,0,0,0,Love,0,0,0,0,0,0,0,0,0,0
2,7,1.3333333333333333,Rock,0,0,0,0,23,1,1,0,1,1,1,1,1,1,0,0,0,4/4,D,138,58,65,74,-8,41,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,163,0,17,7,0,0,0,0,0,0,0,0,Love,0,0,0,0,0,0,0,0,0,0
2,8.333333333333334,0.6666666666666666,Pop,0,0,0,0,21,0,0,1,1,0,0,0,1,0,0,0,1,4/4,C,115,58,70,53,-6,62,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172,0,20,19,0,0,1,0,0,0,0,0,Lost Love,0,0,0,0,0,0,0,0,0,0
2,4,1.3333333333333333,Rock,0,0,0,0,28,1,1,0,1,1,1,0,1,1,0,0,0,4/4,Ab,71,70,61,89,-7,38,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,0,22,6,0,0,0,0,0,0,0,0,Love,0,0,0,0,0,0,0,1,0,0
1,7,3.3333333333333335,Rock,0,0,0,0,19,1,1,0,1,1,0,0,1,1,0,0,0,4/4,A,109,84,57,95,-4,9,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,0,25,20,0,0,1,0,0,0,1,1,Love,0,0,0,0,0,0,0,0,0,0
3,3,1.3333333333333333,Pop,0,0,0,0,17,1,1,0,1,1,0,0,1,1,0,0,0,4/4,Multiple Keys,149,47,66,89,-10,75,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167,0,23,6,0,0,1,0,1,0,0,1,Love,0,0,0,0,0,0,1,0,0,0
1,10,0,Rock,0,0,0,0,23,1,1,0,1,1,1,1,1,1,0,0,0,4/4,A,123,85,52,75,-7,5,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189,0,42,7,0,0,1,0,0,0,0,0,Lost Love,0,0,0,0,0,0,0,0,0,0
2,7,1.3333333333333333,Rock,0,0,0,0,22,1,1,0,1,1,1,1,1,1,1,1,1,4/4,Db,140,75,54,82,-6,31,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,167,0,49,0,0,0,1,0,0,0,0,0,Lost Love;Lust/Sex,0,0,0,0,0,0,0,0,0,0
1,7.333333333333333,0.6666666666666666,Pop,0,0,0,0,21,0,0,1,1,0,0,0,1,0,0,0,1,4/4,C,123,53,71,48,-9,14,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174,0,15,15,0,0,1,0,0,0,0,0,Love,0,0,0,0,0,0,0,0,0,0
2,8.666666666666666,0.6666666666666666,Pop,0,0,0,0,29,1,0,1,1,0,0,0,1,0,0,0,1,4/4,C,127,71,69,96,-5,20,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,163,0,35,10,0,0,1,0,0,0,0,0,Love;Lost Love,0,0,0,0,0,0,0,0,0,0
1,8.333333333333334,0.6666666666666666,Rock,0,0,0,0,22,1,1,0,1,1,0,0,1,1,0,0,0,4/4,D,120,47,46,64,-10,51,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149,0,48,8,0,0,1,0,1,0,0,1,God;Faithfulness,0,0,0,0,0,0,0,0,0,0
4,9.333333333333334,1.3333333333333333,Rock,0,0,0,0,21,1,1,0,1,1,1,1,1,1,0,0,0,4/4,D,136,85,73,90,-8,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,222,0,30,14,0,0,1,0,0,0,0,0,Lust/Sex;Anger;Restlessness,0,0,1,0,0,0,0,0,0,0
1,4.666666666666667,1.3333333333333333,Rock,0,0,0,0,17,1,1,0,1,1,0,0,1,1,0,0,0,4/4,A,93,64,67,84,-10,8,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,0,36,6,0,0,0,0,1,0,0,1,Marriage,0,1,0,0,0,0,0,0,0,0
3,8,1.3333333333333333,Rock,2,1,0,0,24.5,2,1,0,1,1,1,1,1,1,1,1,1,3/4,F,111,71,62,62,-9,25,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,193,0,70,7,0,0,1,0,0,0,0,0,Love,0,0,0,0,0,0,0,0,0,0
3,9,1.3333333333333333,Pop;Rock,0,0,0,0,23.5,1,1,0,1,1,1,1,1,1,0,0,0,4/4,A,95,73,53,76,-8,19,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,0,28,11,1,0,0,0,0,0,0,0,Pain,0,0,0,0,0,1,0,0,0,0
1,5.666666666666667,0.6666666666666666,Folk/Country,1,0,0,0,30,1,1,0,1,1,0,0,1,1,0,0,1,4/4,D,118,47,59,77,-12,35,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,217,0,50,13,0,0,0,0,0,0,0,0,War;Violence;Dystopia,0,0,0,0,0,0,0,0,0,0
1,6.666666666666667,1.3333333333333333,Rock,0,0,0,0,18,1,1,0,1,1,0,0,1,1,0,0,0,4/4,G,115,52,76,94,-12,17,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182,0,67,8,0,0,0,0,1,0,0,1,Love,0,0,0,0,0,0,0,0,0,0
4,8.666666666666666,2,Pop,0,0,0,0,24,1,1,0,1,1,1,1,1,1,0,0,0,4/4,F,97,18,33,31,-12,88,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,0,6,6,0,0,0,0,0,0,0,0,Lost Love,0,0,0,0,0,0,0,0,0,0
2,8.666666666666666,1.3333333333333333,Rock,0,0,0,0,22,1,1,0,1,1,1,1,1,1,0,0,0,4/4,E,126,90,59,91,-7,2,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,175,0,58,11,0,0,1,0,0,0,0,0,Anger;Restlessness,0,0,0,0,0,0,0,0,0,0
2,8,1.3333333333333333,Pop,0,0,0,0,21,0,0,1,1,0,0,0,1,0,0,0,1,4/4,Multiple Keys,140,62,56,38,-8,45,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,166,0,21,8,0,0,1,0,0,0,0,0,Love,0,0,0,0,0,0,0,0,0,0
3,7,1.3333333333333333,Rock,0,1,0,0,22.25,1,1,0,1,1,0,0,1,1,0,0,0,4/4,D,124,82,45,75,-8,14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,229,0,78,14,0,0,1,0,1,0,0,1,Time,0,0,0,0,0,0,0,0,0,0
1,4.666666666666667,0.6666666666666666,Rock,0,0,1,0,23,1,1,0,1,0,0,0,1,1,1,1,0,4/4,Bb,150,86,54,90,-8,25,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,121,0,44,7,0,0,0,0,1,0,0,1,Lost Love;Longing for Love,0,0,0,0,0,0,0,0,0,0
2,8.666666666666666,2,Folk/Country,2,1,0,0,24,1,1,0,1,1,1,1,1,1,0,0,0,4/4,Gb,108,47,44,54,-10,17,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185,0,10,3,0,0,0,0,0,0,0,0,Restlessness;Lonesomeness,0,0,0,0,0,0,0,0,0,0
3,9,1.3333333333333333,Pop,0,0,0,0,24,1,1,0,1,1,1,1,1,1,0,0,0,4/4;3/4,D,106,68,38,65,-9,6,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,0,19,0,0,0,0,0,0,0,0,0,Love;Bad Relationships,0,0,0,0,0,0,0,0,0,0
2,4.666666666666667,0.6666666666666666,Pop,1,0,0,0,33,0,1,0,1,1,0,0,1,1,0,0,1,4/4,A,174,86,51,95,-6,68,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164,0,12,6,0,0,0,0,0,0,0,0,Love,0,0,0,0,0,0,0,0,0,0
1,5,1.3333333333333333,Rock,1,0,0,0,23,1,1,0,2,1,1,0,1,1,0,0,0,4/4,Multiple Keys,134,65,62,69,-8,61,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181,0,22,8,0,0,1,0,0,0,0,0,Lust/Sex,0,0,0,0,0,0,0,0,0,0
1,9,1.3333333333333333,Rock,1,0,0,0,25,0,1,0,1,1,0,0,1,1,0,0,1,4/4,E,83,39,74,39,-12,48,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162,0,86,12,0,0,1,0,0,0,0,0,Respect;Bad Relationships;Empowerment;Infidelity,0,0,0,0,0,0,0,0,0,0
5,1.6666666666666667,1.3333333333333333,March,1,0,0,0,25,1,1,0,1,1,1,0,1,1,0,0,0,4/4,C,84,33,71,71,-12,78,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166,0,8,6,0,0,0,0,0,0,0,0,War;Death,1,0,0,0,0,0,0,0,0,0
3,6.666666666666667,2,Funk/Soul,2,1,0,0,25,1,1,0,2,1,0,0,1,1,1,1,0,4/4,B,94,43,17,28,-12,73,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,0,24,0,0,0,1,0,0,0,0,0,Love;Lost Love,0,1,0,0,0,0,0,0,0,0
1,8,0,Rock,0,0,0,0,21.5,1,1,0,1,2,0,0,1,1,0,0,0,4/4,D,98,51,25,82,-13,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168,0,41,2,0,0,0,0,1,0,0,1,Lust/Sex,0,0,0,0,0,0,0,0,0,0
3,7,1.3333333333333333,Pop,0,0,0,0,30,2,1,0,1,1,1,1,1,1,0,0,0,4/4,Multiple Keys,110,48,49,67,-9,71,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208,0,8,12,0,0,1,0,0,0,0,0,Love;Lost Love,0,0,0,0,0,0,0,0,0,0
2,8.666666666666666,0.6666666666666666,Funk/Soul,1,1,0,0,24,1,0,1,1,0,0,0,1,1,0,0,0,6/8,Db,97,15,52,21,-20,13,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174,0,22,14,0,0,1,0,0,0,0,0,Love,0,0,0,0,0,0,0,0,1,0
2,9.666666666666666,0.6666666666666666,Rock,0,0,0,0,22,1,1,0,1,1,1,1,1,1,0,0,0,4/4,Em,159,80,47,59,-9,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,199,0,62,15,0,0,1,0,0,0,0,0,Sadness,0,0,0,0,0,0,0,0,0,0
2,10,0,Rock,0,0,0,0,24,1,1,0,1,1,1,1,1,1,0,0,0,4/4,G,157,86,47,84,-6,15,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,0,18,12,1,0,1,0,0,0,0,0,Jobs;Failure,0,0,0,0,0,0,0,0,0,0
1,5.333333333333333,2,Pop,1,0,0,0,50,1,1,0,1,2,0,0,1,1,0,0,0,4/4,F,80,49,23,53,-8,64,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,0,35,11,0,0,1,0,0,0,1,1,Love,0,0,0,0,0,1,0,0,0,0
2,5.333333333333333,3.3333333333333335,Rock,0,0,0,0,19,1,1,0,2,1,0,0,1,0,0,0,0,4/4,G,126,91,65,89,-6,41,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172,0,44,0,0,0,1,0,1,0,0,1,Lust/Sex,0,0,0,0,0,0,0,0,0,0
2,8,1.3333333333333333,Rock,0,0,0,0,25,1,1,0,1,1,0,0,1,1,0,0,0,4/4,A,101,65,41,56,-11,67,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,159,0,89,7,0,0,1,0,1,0,0,1,Lust/Sex,0,0,0,0,0,0,0,0,0,0
