weeks_at_number_one,overall_rating,divisiveness,cdr_genre,artist_structure,multiple_lead_vocalists,group_named_after_non_lead_singer,posthumous,front_person_age,artist_male,artist_white,artist_black,songwriter_male,songwriter_white,artist_is_a_songwriter,artist_is_only_songwriter,producer_male,producer_white,artist_is_a_producer,artist_is_only_producer,songwriter_is_a_producer,time_signature,simplified_key,bpm,energy,danceability,happiness,loudness_d_b,acousticness,vocally_based,bass_based,guitar_based,piano_keyboard_based,orchestral_strings,horns_winds,accordion,banjo,bongos,clarinet,cowbell,falsetto_vocal,flute_piccolo,handclaps_snaps,harmonica,human_whistling,kazoo,mandolin,pedal_lap_steel,ocarina,saxophone,sitar,trumpet,ukulele,violin,rap_verse_in_a_non_rap_song,length_sec,instrumental,instrumental_length_sec,intro_length_sec,vocal_introduction,free_time_vocal_introduction,fade_out,live,cover,sample,interpolation,inspired_by_a_different_song,lyrical_topic,lyrical_narrative,spoken_word,explicit,foreign_language,written_for_a_play,written_for_a_film,written_for_a_t_v_show,associated_with_dance,topped_the_charts_by_multiple_artist,eurovision_entry
2,6,1.3333333333333333,Pop,1,0,0,0,32,0,0,1,1,1,0,0,1,0,0,0,0,4/4,C,123,49,81,71,-9,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,262,0,93,23,0,0,1,0,0,0,0,0,Love;Appreciation,0,0,0,0,0,1,0,0,0,0
2,7,1.3333333333333333,Pop,1,0,0,0,30,0,1,0,2,1,1,0,1,1,0,0,0,4/4,C,130,45,73,29,-9,49,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,241,0,45,14,0,0,1,0,0,0,0,0,Love;Faithfulness,0,0,0,0,0,0,0,0,0,0
2,3.6666666666666665,3.3333333333333335,Rock,0,0,0,0,25,1,1,0,1,1,1,1,1,1,1,0,1,4/4,C,127,89,55,82,-7,11,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,266,0,40,16,0,0,1,0,0,0,0,0,Unclear,0,0,0,0,0,0,0,0,0,0
5,7.666666666666667,0.6666666666666666,Funk/Soul,1,0,0,0,26,1,0,1,1,0,1,1,1,0,1,1,1,4/4,Am,127,89,88,89,-10,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,228,0,80,33,0,0,1,0,0,0,0,0,Lost Love;Lust/Sex,0,0,0,0,0,1,0,0,0,0
3,2.6666666666666665,1.3333333333333333,Rock,1,0,0,0,30,1,0,1,1,0,1,1,1,0,1,1,1,Free;4/4,Multiple Keys,115,72,78,79,-10,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,241,0,130,31,0,0,1,0,0,0,1,1,Ghosts;Jobs,0,1,0,0,0,1,0,0,0,0
3,6,1.3333333333333333,Rock,1,0,0,0,44,0,1,0,1,1,0,0,1,1,0,0,1,4/4,B,98,41,85,79,-12,22,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226,0,42,19,0,0,1,0,0,0,0,0,Lust/Sex,0,0,0,0,0,0,0,0,0,0
1,7.333333333333333,1.3333333333333333,Pop,1,0,0,0,32,1,1,0,1,1,1,0,1,1,1,0,1,4/4,Gb,104,55,55,59,-10,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270,0,19,19,0,0,1,0,0,0,0,0,Lost Love;Longing for Love,0,0,0,0,0,0,0,0,0,0
2,7.666666666666667,2.6666666666666665,Rock,1,0,0,0,26,1,0,1,2,2,1,0,2,2,1,0,1,4/4;Free,Gb,98,92,52,49,-8,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,227,0,110,29,0,0,0,0,0,0,0,0,Partying,0,0,1,0,0,1,0,0,0,0
3,6.666666666666667,0.6666666666666666,Pop,1,0,0,0,34,1,0,1,1,0,1,1,1,0,1,1,1,4/4,Db,114,56,75,67,-9,18,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,260,0,7,7,0,0,0,0,0,0,0,0,Love,0,0,0,0,0,1,0,0,0,0
2,5,2.6666666666666665,Rock;Funk/Soul,1,0,0,0,34,1,0,1,1,0,1,0,1,0,0,0,1,4/4,Dm,114,59,81,96,-9,29,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,221,0,91,13,0,0,1,0,0,0,0,0,Lust/Sex,0,0,0,0,0,0,0,0,0,0
3,7.333333333333333,1.3333333333333333,Pop,2,0,0,0,21,1,1,0,1,1,1,1,1,1,1,1,1,4/4,C,82,57,62,90,-12,27,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,231,0,31,12,0,0,1,0,0,0,0,0,Lost Love,0,0,0,0,0,0,0,0,0,0
2,6,1.3333333333333333,Pop,2,0,0,0,37,1,1,0,1,1,1,1,1,1,1,0,1,4/4,Am,115,72,80,93,-6,8,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,247,0,62,40,0,0,1,0,0,0,0,0,Lost Love,0,0,0,0,0,0,0,0,0,0
6,6.666666666666667,0.6666666666666666,Pop,1,0,0,0,26,0,1,0,1,1,0,0,1,0,0,0,0,4/4,Gb,120,66,77,97,-11,20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,218,0,41,8,0,0,1,0,0,0,0,0,Love,0,0,1,0,0,0,0,0,0,0
2,5.333333333333333,2,Pop,0,0,0,0,34,1,1,0,1,1,1,1,1,1,1,0,1,4/4,Gb,81,47,48,42,-10,19,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,304,0,37,14,0,0,1,0,0,0,0,0,Longing for Love,0,0,0,0,0,0,0,0,0,0
3,4,2,Funk/Soul,2,0,0,0,21,1,1,0,1,1,1,1,1,1,1,1,1,4/4,Dm,153,63,57,79,-9,13,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,99,27,0,0,1,0,0,0,0,0,Lost Love,0,0,0,0,0,0,0,0,0,0
3,6.333333333333333,3.3333333333333335,Rock,0,0,0,0,33,1,1,0,1,1,1,1,1,1,1,1,1,4/4,A,156,48,41,19,-11,16,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,295,0,72,19,0,0,0,0,0,0,0,0,Longing for Love,0,0,0,0,0,0,0,0,0,0
2,3.3333333333333335,2,Pop,1,0,0,0,34,1,1,0,1,1,1,1,1,1,1,0,1,4/4,Multiple Keys,136,44,53,34,-9,79,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,262,0,99,15,0,0,1,0,0,0,0,0,Lost Love,0,0,0,0,0,0,0,0,0,0
4,7.666666666666667,1.3333333333333333,Pop,0,1,0,0,31,2,2,2,1,0,1,1,1,2,0,0,0,4/4,E,73,45,53,29,-15,19,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,382,0,31,26,0,0,0,0,0,0,0,0,Redemption;Respect,0,0,0,0,0,0,0,0,0,0
1,7,1.3333333333333333,Pop,1,0,0,0,26,0,1,0,1,1,0,0,2,2,1,0,0,4/4,E,95,72,66,51,-7,11,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224,0,41,23,0,0,1,0,0,0,0,0,Lust/Sex,0,0,0,0,0,1,0,0,0,0
1,6.333333333333333,1.3333333333333333,Rock,0,0,0,0,25,1,2,2,1,1,0,0,1,1,0,0,1,4/4,D,111,82,66,68,-7,17,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,263,0,42,19,0,0,1,0,0,0,0,0,Lust/Sex,0,0,0,0,0,1,0,0,0,0
2,3.6666666666666665,3.3333333333333335,Pop,2,0,0,0,21,1,1,0,1,1,1,1,1,1,1,1,1,4/4,Gbm,115,46,90,96,-16,32,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,302,0,78,34,0,0,1,0,0,0,0,0,Marriage;Bad Relationships,0,0,1,0,0,0,0,0,0,0
2,7.333333333333333,1.3333333333333333,Electronic/Dance,0,0,0,0,23,1,1,0,1,1,1,0,1,1,0,0,1,12/8,D,112,80,64,54,-12,35,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,251,0,128,28,0,0,1,0,0,0,0,0,Lost Innocence;Violence;War,0,0,0,0,0,0,0,0,0,0
2,6.666666666666667,0.6666666666666666,Rock,1,0,0,0,25,1,1,0,1,1,1,0,1,1,1,0,1,4/4,Am,140,59,38,34,-7,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,243,0,48,16,0,0,1,0,0,0,1,1,Love,0,0,0,0,0,0,0,0,0,0
1,4.666666666666667,1.3333333333333333,Electronic/Dance,1,0,0,0,34,1,1,0,1,1,1,1,1,1,1,0,1,4/4,F,121,94,71,73,-5,5,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,263,0,63,19,0,0,1,0,0,0,1,1,Love,0,0,0,0,0,0,0,0,0,0
2,4.333333333333333,2,Rock,0,0,0,0,33,1,1,0,1,1,1,0,1,2,1,0,1,4/4,Multiple Keys,125,81,71,78,-5,2,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207,0,62,21,0,0,0,0,0,0,0,0,Murder;Death,0,0,0,0,0,1,0,0,0,0
1,6,1.3333333333333333,Pop,1,0,0,0,29,1,1,0,1,1,0,0,1,1,0,0,0,4/4,F,164,64,61,71,-11,18,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,260,0,66,27,0,0,1,0,1,0,0,1,Lost Love,0,0,0,0,0,0,0,0,0,0
3,6.666666666666667,0.6666666666666666,Electronic/Dance,0,0,0,0,23,1,1,0,1,1,1,1,1,1,0,0,0,4/4,Gm,97,93,54,43,-10,22,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,246,0,69,4,0,0,1,0,0,0,0,0,Anger;Escape,0,0,1,0,0,0,0,0,0,0
2,6.666666666666667,0.6666666666666666,Rock,0,0,0,0,35,1,1,0,1,1,1,1,1,1,1,1,1,4/4,F,119,83,77,96,-5,10,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234,0,91,21,0,0,1,0,0,0,0,0,Love,0,0,0,0,0,1,0,0,0,0
2,3.3333333333333335,0.6666666666666666,Rock,1,0,0,0,32,1,1,0,1,1,1,0,1,2,0,0,1,4/4,Multiple Keys,111,60,61,47,-11,15,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,251,0,61,17,0,0,1,0,0,0,0,0,Dreaming;Empowerment,0,0,0,0,0,1,0,0,0,0
3,8,0,Rock,0,1,0,0,36,1,1,0,1,1,1,0,1,1,1,0,1,Free;4/4,Gm,134,68,68,83,-10,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,249,0,83,64,1,1,1,0,0,0,1,1,Band;Racism;Materialism,0,0,1,0,0,0,0,0,0,0
1,7.333333333333333,0.6666666666666666,Electronic/Dance,0,0,0,0,26,1,1,0,1,1,1,1,1,1,0,0,0,4/4,Gbm,84,90,57,88,-8,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225,0,73,33,0,0,1,0,0,0,0,0,Longing for Love,0,0,0,0,0,0,0,0,0,0
1,9,1.3333333333333333,Pop,1,0,0,0,22,0,0,1,1,1,0,0,1,1,0,0,1,12/8,Gbm,99,26,64,26,-15,59,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,218,0,42,15,0,0,1,0,1,0,0,1,Forbidden Love;Infidelity;Lust/Sex,0,0,0,0,0,0,0,0,0,0
1,6.333333333333333,2,Pop,1,0,0,0,35,1,0,1,1,0,1,1,1,2,1,0,1,4/4,Bbm,174,82,69,95,-7,17,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,222,0,15,23,0,0,1,0,0,0,0,0,Forbidden Love;Infidelity;Lust/Sex,0,0,0,0,0,0,0,0,0,0
2,2.6666666666666665,2,Rock,0,1,0,0,40.5,2,1,0,1,1,1,0,1,1,0,0,1,4/4,F,144,81,66,73,-9,3,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,277,0,39,13,0,0,1,0,0,0,0,0,Playing Music,0,0,0,0,0,0,0,0,0,0
1,4,2,Pop,2,1,0,0,32.5,2,1,0,1,1,0,0,1,1,1,0,0,Free;4/4,E,93,31,32,19,-9,24,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,269,0,48,0,0,0,0,0,0,0,0,0,Lost Love,0,0,0,0,0,0,0,0,0,0
2,5.333333333333333,2,Rock,0,0,0,0,32,1,1,0,1,1,1,0,1,1,1,0,1,4/4,Dbm,99,54,54,49,-12,12,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,275,0,77,20,0,0,1,0,0,0,0,0,Getting Back Together;Love;Lost Love,0,0,0,0,0,0,0,0,0,0
4,6.666666666666667,2.6666666666666665,Pop,1,0,0,0,36,1,0,1,1,0,1,1,1,0,1,0,1,4/4,Ab,128,41,64,26,-11,35,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,241,0,30,16,0,0,0,0,0,0,0,0,Love,0,0,0,0,0,1,0,0,0,0
4,5.666666666666667,1.3333333333333333,Pop,0,1,0,0,45,2,2,2,2,1,0,0,2,1,0,0,1,4/4,Eb,120,29,67,20,-15,29,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,256,0,34,15,0,0,1,0,1,0,0,1,Appreciation;Friendship,0,0,0,0,0,1,0,0,0,0
2,7.666666666666667,0.6666666666666666,Electronic/Dance,1,0,0,0,22,0,0,1,2,2,0,0,1,0,0,0,1,4/4,Multiple Keys,119,54,83,93,-13,20,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,275,0,69,40,0,0,1,0,0,0,0,0,Longing for Love,0,0,0,0,0,0,0,0,0,0
2,4,0,Rock,0,0,0,0,32,1,1,0,1,1,1,0,1,1,1,0,1,Free;4/4,C,90,68,49,62,-9,29,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,257,0,42,45,1,1,0,0,0,0,0,0,God;Faithfulness,0,0,0,0,0,0,0,0,0,0
1,3.6666666666666665,2,Rock,0,0,0,0,41,2,1,0,2,1,0,0,1,1,0,0,1,4/4,Bb,100,81,64,37,-6,35,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,292,0,50,19,0,0,1,0,0,0,0,0,Lost Love,0,0,0,0,0,0,0,0,0,0
1,5.666666666666667,2,Rock,0,0,0,0,33.5,2,1,0,1,1,0,0,1,1,0,0,0,4/4,B,79,53,54,30,-10,51,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,228,0,32,28,0,0,1,0,0,0,0,0,Dreaming,0,0,0,0,0,0,0,0,0,0
3,3.3333333333333335,0.6666666666666666,Electronic/Dance,1,0,0,0,29,1,1,0,1,1,1,0,1,1,0,0,1,4/4,Am,88,82,61,89,-9,30,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202,0,70,28,0,0,0,0,0,0,0,0,Playing Music,0,0,0,1,0,0,0,0,0,0
2,6.666666666666667,4.666666666666667,Funk/Soul,1,0,0,0,27,1,0,1,1,0,1,1,2,2,1,0,1,4/4,A,111,27,90,74,-12,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226,0,66,9,0,0,1,0,0,0,0,0,Lust/Sex,0,0,0,0,0,1,0,0,0,0
1,6,3.3333333333333335,Rock,1,0,0,0,37,1,1,0,1,1,1,1,1,0,0,0,0,4/4,A,111,81,62,97,-6,37,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235,0,43,25,0,0,1,0,0,0,0,0,Lust/Sex,0,0,0,0,0,0,0,0,0,0
1,7.666666666666667,0.6666666666666666,Electronic/Dance,2,1,0,0,28.5,1,1,0,1,1,1,1,1,1,0,0,0,4/4,Em,113,95,62,60,-7,4,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,0,119,44,0,0,1,0,0,0,0,0,Materialism;Poverty;Lust/Sex,0,0,0,0,0,0,0,0,0,0
3,8,2,Pop,1,0,0,0,22,0,0,1,2,1,0,0,1,1,0,0,1,4/4,A,131,31,50,25,-16,48,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,291,0,21,17,0,0,0,0,1,0,0,1,Love;Appreciation;Respect,0,0,0,0,0,1,0,0,0,0
1,4.666666666666667,0.6666666666666666,Pop,1,0,0,0,27,0,1,0,2,1,1,0,2,1,1,0,1,Free;4/4,Dm,110,31,67,27,-14,41,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,353,0,115,53,0,0,1,0,0,0,0,0,Survival;Secrets,0,0,0,0,0,1,0,0,0,0
3,6.333333333333333,2,Funk/Soul,2,1,0,0,38,2,2,2,2,1,0,0,2,1,0,0,1,4/4,F,92,40,62,48,-13,34,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290,0,21,21,0,0,1,0,0,0,0,0,Lost Love,0,0,0,0,0,0,0,0,0,0
1,3.6666666666666665,3.3333333333333335,Funk/Soul,1,0,0,0,36,1,0,1,1,0,1,0,1,0,0,0,1,4/4,Multiple Keys,80,46,56,26,-8,75,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,292,0,72,24,0,0,0,0,0,0,0,0,Love,0,0,0,0,0,0,0,0,0,0
1,6.333333333333333,0.6666666666666666,Funk/Soul,0,0,0,0,26,2,1,0,1,1,1,0,1,1,0,0,0,4/4,Am,86,51,67,57,-10,47,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,266,0,103,23,0,0,1,0,0,0,0,0,Lost Love,0,0,0,0,0,0,0,0,0,0
1,7,1.3333333333333333,Pop,0,0,0,0,35,1,1,0,1,1,1,1,1,1,1,1,1,4/4,Multiple Keys,131,88,66,84,-6,34,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,209,0,34,17,0,0,1,0,0,0,0,0,Love;Bad Relationships,0,0,0,0,0,0,0,0,0,0
1,7.666666666666667,0.6666666666666666,Rock,1,0,0,0,36,1,1,0,1,1,1,1,1,1,1,0,1,4/4,Eb,96,61,65,64,-8,4,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,291,0,54,21,0,0,1,0,0,0,0,0,Lust/Sex,0,0,0,0,0,0,0,0,0,0
2,4.333333333333333,2,Pop,1,0,0,0,41,1,1,0,1,1,1,0,1,1,0,0,0,4/4,F,145,58,52,31,-8,8,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,288,0,71,13,0,0,1,0,0,0,0,0,Love,0,0,0,0,0,1,0,0,0,0
2,6.333333333333333,1.3333333333333333,Electronic/Dance,1,0,0,0,28,0,1,0,2,1,1,0,2,2,1,0,1,4/4,Fm,122,91,81,97,-9,31,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,269,0,82,32,0,0,1,0,0,0,0,0,Illigitimacy;Child Birth;Growing Up,1,0,0,0,0,0,0,0,0,0
1,7.666666666666667,0.6666666666666666,Funk/Soul;Pop,1,0,0,0,38,1,1,0,1,1,1,0,1,1,1,0,1,4/4,F,99,89,70,91,-7,5,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,252,0,33,10,0,0,1,0,0,0,0,0,Longing for Love,0,0,0,0,0,0,0,0,0,0
1,5.333333333333333,3.3333333333333335,Electronic/Dance,0,1,0,0,25.666666666666668,0,1,0,1,1,0,0,1,1,0,0,0,4/4,G,126,96,72,91,-5,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,229,0,51,19,0,0,1,0,1,0,1,1,Lust/Sex,0,0,0,0,0,0,0,0,1,0
1,4,2,Pop,0,0,0,0,25,2,1,0,1,1,0,0,1,1,0,0,1,4/4,Ab,96,61,48,58,-13,19,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242,0,89,12,0,0,1,0,0,0,0,0,Love,0,0,0,0,0,1,0,0,0,0
3,6.333333333333333,0.6666666666666666,Rock,0,0,0,0,36,1,1,0,1,1,1,1,1,1,1,1,1,4/4,C,121,54,70,63,-11,9,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,269,0,68,18,0,0,1,0,0,0,0,0,Love,0,0,0,0,0,0,0,0,0,0
2,6.333333333333333,0.6666666666666666,Pop,1,0,0,0,20,0,0,1,1,0,0,0,2,0,1,0,1,4/4,A,116,64,76,71,-11,8,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235,0,99,50,0,0,1,0,0,0,0,0,Love,0,0,0,0,0,0,0,0,0,0
2,6.666666666666667,2,Pop,1,0,0,0,33,0,1,0,1,1,0,0,2,1,1,0,0,4/4,C,172,14,39,26,-17,79,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226,0,63,15,0,0,0,0,0,0,0,0,Appreciation,0,0,0,0,0,0,0,0,0,0
2,5,1.3333333333333333,Rock,0,0,0,0,39,1,1,0,1,1,1,1,1,1,1,1,1,4/4,G,125,42,45,26,-14,32,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256,0,73,8,0,0,0,0,0,0,0,0,Longing for Love,0,0,0,0,0,0,0,0,0,0
1,5.666666666666667,1.3333333333333333,Pop,0,1,0,0,31,2,1,0,1,0,0,0,1,0,0,0,1,4/4,Ab,101,53,64,52,-11,7,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,229,0,68,38,0,0,1,0,0,0,0,0,Infidelity,0,1,0,0,0,0,0,0,0,0
1,5.666666666666667,0.6666666666666666,Rock,0,0,0,0,24,1,1,0,1,2,1,0,1,1,0,0,0,4/4,Cm,123,96,54,81,-3,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,222,0,51,31,0,0,1,0,0,0,1,1,Lost Love;Bad Relationships,0,0,1,0,0,0,0,0,0,0
1,5,2.6666666666666665,Pop,2,1,0,0,34,2,1,0,1,1,0,0,1,1,0,0,0,4/4,Ab,118,35,66,37,-13,49,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225,0,32,29,0,0,1,0,0,0,0,0,Longing for Love,0,0,0,0,0,0,0,0,0,0
1,7.666666666666667,2,Pop,0,0,0,0,32,1,1,0,1,1,1,1,1,1,1,0,1,4/4,G,111,69,58,53,-12,61,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,298,0,189,50,0,0,1,0,0,0,0,0,Racism;Jobs,1,0,0,0,0,0,0,0,0,0
4,7.333333333333333,0.6666666666666666,Rock,0,1,0,0,27.75,0,1,0,1,1,0,0,1,1,0,0,0,4/4,B,103,89,72,82,-8,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,204,0,87,15,0,0,1,0,0,0,0,0,Dancing,0,0,0,0,0,0,0,1,0,0
1,3.6666666666666665,2,Funk/Soul,1,0,0,0,32,1,0,1,1,0,1,1,1,0,1,1,1,4/4,D,95,47,79,83,-10,52,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,245,0,28,20,0,0,1,0,0,0,1,1,Lust/Sex,0,1,0,0,0,0,0,0,0,0
2,6,2.6666666666666665,Funk/Soul,0,0,0,0,42,1,1,0,1,1,1,1,1,1,0,0,0,3/4;Free,Gb,85,26,32,15,-11,64,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,261,0,48,13,0,0,0,1,0,0,0,0,Lost Love;Longing for Love,0,0,0,0,0,0,0,0,0,0
1,5.666666666666667,1.3333333333333333,Electronic/Dance,1,0,0,0,28,0,1,0,2,1,1,0,2,1,1,0,1,4/4,F,114,88,62,89,-9,4,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253,0,57,19,0,0,1,0,0,0,0,0,Lust/Sex,0,0,0,0,0,0,0,0,0,0
4,5.333333333333333,0.6666666666666666,Rock,0,0,0,0,24,1,1,0,1,2,1,0,1,1,0,0,0,4/4,Multiple Keys,123,89,53,80,-4,8,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,249,0,67,46,0,0,1,0,0,0,0,0,Survival;Love,1,1,0,0,0,0,0,0,0,0
1,6,1.3333333333333333,Rock,0,0,0,0,36,1,1,0,1,1,0,0,1,1,1,1,0,4/4,F,118,58,67,66,-13,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213,0,72,13,0,0,1,0,0,0,0,0,Empowerment;Better Days,1,0,0,0,0,0,0,0,0,0
2,6,0,Pop,0,1,0,0,42,2,1,0,2,1,0,0,1,0,0,0,0,4/4,Gb,96,80,64,53,-5,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270,0,42,22,0,0,1,0,0,0,0,0,Love,0,0,0,0,0,1,0,0,0,0
2,5.333333333333333,1.3333333333333333,Rock,2,1,0,0,34,2,2,2,1,1,0,0,1,0,0,0,0,4/4,E,108,84,72,68,-5,26,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,238,0,32,26,0,0,1,0,0,0,0,0,Love,0,0,0,0,0,0,0,0,0,0
